user_id_str,hashtags
906153715719172096,-
1611427059871498240,"NoToSelfID, NoXYInXXPrisons"
1453120764849311744,-
1428820572356685824,sexnotgender
1194936040093626368,-
407353264,StonewallOut
102405677,GayNotQueer
16157991,"kpss, noXYinXXprisons, keepprisonssinglesex"
2290125115,TWAM
1359229111789568000,LabourLosingWomen
1187699835547344896,-
72160414,"transcult, LabourLosingWomen, IStandWithJKRowling"
1249386552,IStandWithRosieDuffield
1512254351624261632,-
1137778207858614272,-
1482285152684462080,-
742365471253618688,peaktrans
1469399259103518720,-
1323559842565492736,-
841446958871040000,SuperStraight
1176621070796955648,NoToSelfID
1544307253460738048,-
1314223105603141632,-
1483548951873826816,"SexNotGender, SexMatters"
1002629834403713024,-
1134537879986802688,"VoteLabour, RepealTheGRA, SexMatters, WarOnWomen, KeepPrisonsSingleSex, StopTransingChildren"
854851740,-
1088761072163516416,-
513686068,-
1378928868204023808,OKGroomer
982946080022302720,-
1609111439049953280,-
807975910880251904,-
37917900,-
462465455,-
95025451,-
2893758298,-
1492598071372533760,-
484935028,-
236916199,-
1459502032579137536,-
1543589709947052032,-
767443602939244544,-
1226592587764596736,StonewallOut
296160536,-
1302215111386558464,-
1477407137903124480,-
925317530905862144,-
1281952274185691136,-
1608893775878684672,"mattwalsh, whatisawoman"
328920097,-
1099390247534759936,-
1602407612133302272,-
1549346005832945664,"AffirmationGeneration, LGBnoTQ, StopTheWarOnChildren, ROGD, TRA, TERF, GC, Homosexual, GayNOTqueer, LGB, TransLies, ChemicalCastration, SterilizingChildren, AffirmativeCare"
1118087167803314176,RepealTheGRA
1198692443375513600,"sexmatters, sexnotgender, equalityact"
1289265440091516928,peaktrans
938851771,-
83807336,"WomenWontWeesht, IStandWithJKRowling, sexnotgender"
148411034,-
2310790774,RepealTheGRA
943948460671340544,-
1582401960132624384,-
978947769888116736,-
353959510,-
176471561,-
975115656571088896,-
576186989,"WomensRightsAreHumanRights, EnoughIsEnough"
1207783907816591360,-
1318842585176301568,-
1320057807098564608,-
769515326144913408,-
1332806925608755200,-
1454377712030822400,-
920052446403203072,-
1487737630691315712,-
255178477,-
1517439135006351360,-
1404712705806716928,-
23857834,-
1586290424746065920,-
973617266,-
1181859284377722880,-
1282902201216770048,-
1292260730172059648,GaysAgainstGroomers
1169836736450449408,-
1275213082848047104,"StonewallOut, StonewallTop100"
1890664410,-
503674908,-
1560431120298250240,-
1537105942772211712,-
1545935875896496128,-
1330627780929851392,-
1269463117957750784,"Validation, AcademicFeministTwitter, ContentCreatorFeminism, OneOfTheGoodOnes, TheRightSort, BigBritchesBitches, DunningKrugerDames, teamTERF"
1183300490559283200,-
1581661930950991872,-
1510231380252364800,-
4083371889,-
20429604,WarOnWomen
1310581842999996416,-
1356296437529796608,"StopptdieLügen, StopSelfID"
2439711755,"MadnessSectaT, WomenWontWeesht"
1308170660313735168,"SaveWomensSports, SexNotGender"
983693204,-
1567441323992535040,-
343948842,-
1509224315283251200,-
963841600009928704,-
1504911701103333376,-
1597726835218952192,-
1455649455970078720,-
145619860,-
1136522225199304704,-
253663192,-
802833464957566976,-
1521095616239177728,-
767461337198956544,-
1392908976367538176,-
2203996952,-
1522614057257295872,-
1486817683828101120,-
712380048519647232,-
1309194594190532608,-
912575124783681536,-
19485383,-
1481517438776840192,-
223433819,-
63471724,-
2759233129,-
420947664,-
1544443661198528512,"DropTheT, GetTheLOut"
1464351164271583232,-
1594302404228517888,-
1516766485758234624,-
1620897652505288704,-
58311658,-
40555101,-
1616054159836315648,-
216026334,-
302615491,-
1242996912422338560,-
1565067821507280896,autogynephilia
986694968046649344,-
1296871343183597568,-
1413217575643799552,-
478011498,-
921045392334163968,-
1157408449560342528,-
1201965268987240448,-
1583248864496189440,"TransWomenAreConMen, transwomenaremen, lockupyourmothers"
1208016632964145152,-
580295536,-
622143334,IStandWithJKRowling
1605975894090256384,-
3346486473,-
1535108953914413056,-
1505866087103148032,-
1492792872743182336,-
334866785,dobetter
1593715721309151232,-
1309102589976498176,-
1595361620582088704,-
107977247,-
1298819515661324288,-
1451574039542210560,-
506472127,-
1488171784021098496,-
1599806933401231360,-
173649473,-
1346961297590644736,-
1605984351384227840,-
1555490146337914880,-
1114803807634980864,-
1598551843109732352,DiedSuddenly
240840947,-
20022055,-
1177659303131566080,-
1521076076583268352,-
1434489860103020544,Freemasons
1530829182573355008,-
1593292295117639680,"Nuremberg2, FauciFirstThenMSM, TheGallows, TickTOCK"
26234974,-
3893477585,-
82670161,-
1446781479653187584,-
1370777746318766080,-
1175798203918290944,LesbianNotCriminal
1374703456066355200,CostOfLivingCrisis
1432586824980041728,IStandWithJoannaCherry
1270827112019243008,-
154455672,-
2718191163,-
423736667,-
1349265868551806976,-
340840181,-
1135964260289470464,-
1577984292344545280,-
1105799498696134656,-
608934776,-
1603061571785293824,-
91676647,-
1562852906004467712,-
1430177234724298752,-
345981451,-
1609738676275216384,-
1300612773941047296,-
1472714817173606400,-
145386613,-
1195726187810541568,-
803659794418581504,-
73353458,-
1393084266989465600,-
35643490,-
1489525372978753536,DefundStonewall
332141773,-
1540474658679652352,-
114037360,-
1016794676442083328,-
1033509414563500032,-
3053929489,"LGBWithoutTheT, LGBwithoutT, GaysAgainstGroomers"
1386275065663209472,UntowardAboutPaedophiles
33456869,-
351610873,-
6268872,indyref2
1212430159313133568,"SexMatters, WarOnWomen, WomenWontWheesht, LetHerSpeak"
1444845882990465024,-
34975388,-
2753389790,-
1216671735233306624,"SpainNoCountryForWomen, NoToSelfID"
775717057107288064,-
562706585,sexmatters
3308291740,-
1147162364531359744,RepealTheGRA
1270220813652779008,-
1269401705470443520,IStandWithJKRowling
1625075804093747200,"AdultHumanFemale, standingforwomen"
1429013698996318208,LabourLosingWomen
2272054130,-
1513987294981668864,bekind
982933238355251200,IStandWithJKRowling
2964850145,"DontCallMeQueer, GAYnotqueer"
1438724857718530048,WomenWontWeesht
1345250321505935360,-
1271405810346799104,IStandWithJKRowling
1525483058710908928,LGB
1558475246046363648,IStandWithJKRowling
914830649667833856,"WomenWontWeesht, LasMujeresNoSeCallarán"
2571351223,-
5145071,"WomenDidntWheesht, WomenWontWeesht, WomenWontBeSilent, transpatriarchy"
1385599295433359360,"TransRightsAreExtraPrivileges, GenderIdeologyIsACult, NoToSelfID"
1397316240935358464,StonewallOut
1614733157663637504,LabourLosingWomen
213781711,"RepealTheGRA, SexMatters, SexNotGender"
730284581035839488,-
3362551647,"sexuelleIdentität, sexuelleOrientierung, LGB, NoSelfID"
1150096193931882496,-
1090249862359195648,TWAM
1373650998254784512,"LGBWithoutTheT, GayNotQueer, NoToSelfID"
278147651,SEXNOTGENDER
1495924267879321600,-
1494982350396084224,WarOnWomen
237465252,-
1611213585933279232,"terfs, transwomenaremen, justsaymen"
1543889453067997184,RepealTheGRA
1251536496886272000,-
1532797048495415296,"BornNotWorn, TransWomenAreConMen, NoToSelfID, WomensRightsAreHumanRights"
1454189131651768320,-
1475858922502332416,"SaveWomensSports, LetWomenSpeak"
1583408214980304896,-
111289084,-
828407334527332352,-
1535284465815134208,IStandWithJKRowling
3050934531,-
1439636984482390016,sexnotgender
1401796992351748096,-
1413539574199078912,-
843787019298000896,WomenWontWeesht
1401474038975930368,-
1537874097744629760,WomenWontWeesht
878140441,SexMatters
177280097,-
14948943,"Starmer, LabourLosingWomen, MisogynistLeft"
1417443909836410880,EnoughIsEnough
1532883205631901696,-
1611516530251993088,-
988828154599964672,sexmatters
1407529306205691904,-
1526945148147474432,-
137776771,erasingwomen
1434035535790624768,"NoToSelfID, notourcrimes"
267402978,LabourLosingWomen
1090146679695626240,SexMatters
1479452303560265728,"sexnotgender, adulthumanfemale"
62562680,-
1373572431277883392,"MhairiBlack, YouCanPeeNextToMe, WomenWontWeesht"
1020612812,sexnotgender
444763822,TWAM
